150,Bebe,Pulsacion,lpm,false,12/07/2020 10:20:00
112,Bebe,Pulsacion,lpm,false,12/07/2020 10:21:00
130,Bebe,Pulsacion,lpm,false,12/07/2020 10:22:00
115,Bebe,Pulsacion,lpm,false,12/07/2020 10:23:00
105,Bebe,Pulsacion,lpm,false,12/07/2020 10:24:00
131,Bebe,Pulsacion,lpm,false,12/07/2020 10:25:00
110,Bebe,Pulsacion,lpm,false,12/07/2020 10:26:00
111,Bebe,Pulsacion,lpm,false,12/07/2020 10:27:00
120,Bebe,Pulsacion,lpm,false,12/07/2020 10:28:00
115,Bebe,Pulsacion,lpm,false,12/07/2020 10:29:00
134,Bebe,Pulsacion,lpm,false,12/07/2020 10:30:00
108,Bebe,Pulsacion,lpm,false,12/07/2020 10:31:00
112,Bebe,Pulsacion,lpm,false,12/07/2020 10:32:00
119,Bebe,Pulsacion,lpm,false,12/07/2020 10:33:00
120,Bebe,Pulsacion,lpm,false,12/07/2020 10:34:00
115,Bebe,Pulsacion,lpm,false,12/07/2020 10:35:00
105,Bebe,Pulsacion,lpm,false,12/07/2020 10:36:00
131,Bebe,Pulsacion,lpm,false,12/07/2020 10:37:00
110,Bebe,Pulsacion,lpm,false,12/07/2020 10:38:00
111,Bebe,Pulsacion,lpm,false,12/07/2020 10:39:00
120,Bebe,Pulsacion,lpm,false,12/07/2020 10:40:00
